name,location,id,date
NewYork_421_2000.02,NewYork,421,2000.02
NewYork_632_1996.18,NewYork,632,1996.18
NewYork_565_1996.94,NewYork,565,1996.94
NewYork_499_2004.06,NewYork,499,2004.06
NewYork_745_1994.12,NewYork,745,1994.12
NewYork_65_2004.01,NewYork,65,2004.01
NewYork_52_2004.12,NewYork,52,2004.12
NewYork_88_2002.18,NewYork,88,2002.18
NewYork_106_2002.07,NewYork,106,2002.07
NewYork_218_2004.96,NewYork,218,2004.96
NewYork_569_1997.02,NewYork,569,1997.02
NewYork_532_1998.07,NewYork,532,1998.07
NewYork_29_2003.97,NewYork,29,2003.97
NewYork_387_2005.01,NewYork,387,2005.01
NewYork_157_1999.97,NewYork,157,1999.97
NewYork_3_2003.96,NewYork,3,2003.96
NewYork_485_2003.07,NewYork,485,2003.07
NewYork_618_1996.01,NewYork,618,1996.01
NewYork_181_1999.95,NewYork,181,1999.95
NewYork_368_2004.88,NewYork,368,2004.88
NewYork_33_2004.04,NewYork,33,2004.04
NewYork_435_2000.04,NewYork,435,2000.04
NewYork_737_1994.11,NewYork,737,1994.11
NewYork_213_2003.33,NewYork,213,2003.33
NewYork_625_1996.05,NewYork,625,1996.05
NewYork_795_1993.11,NewYork,795,1993.11
NewYork_22_2003.94,NewYork,22,2003.94
NewYork_337_1999.2,NewYork,337,1999.2
NewYork_128_2002.09,NewYork,128,2002.09
NewYork_195_2003.15,NewYork,195,2003.15
NewYork_388_2005.1,NewYork,388,2005.1
NewYork_46_2003.96,NewYork,46,2003.96
NewYork_394_2005.03,NewYork,394,2005.03
NewYork_60A_2003.98,NewYork,60A,2003.98
NewYork_426_1999.99,NewYork,426,1999.99
NewYork_727_1994.1,NewYork,727,1994.1
NewYork_714_1994.05,NewYork,714,1994.05
NewYork_58_2003.98,NewYork,58,2003.98
NewYork_314_1999.11,NewYork,314,1999.11
NewYork_359_2005.07,NewYork,359,2005.07
NewYork_151_1999.94,NewYork,151,1999.94
NewYork_452_1999.05,NewYork,452,1999.05
NewYork_338_1999.12,NewYork,338,1999.12
NewYork_133_2002.12,NewYork,133,2002.12
NewYork_415_2002.16,NewYork,415,2002.16
NewYork_249_1998.96,NewYork,249,1998.96
NewYork_730_1994.02,NewYork,730,1994.02
NewYork_290_1999.15,NewYork,290,1999.15
NewYork_261_1999.29,NewYork,261,1999.29
NewYork_791_1993.21,NewYork,791,1993.21
NewYork_184_1999.99,NewYork,184,1999.99
NewYork_584_1997.02,NewYork,584,1997.02
NewYork_216_2003.33,NewYork,216,2003.33
NewYork_40_2003.95,NewYork,40,2003.95
NewYork_287_1999.01,NewYork,287,1999.01
NewYork_780_1993.18,NewYork,780,1993.18
NewYork_507_1997.98,NewYork,507,1997.98
NewYork_449_1999.03,NewYork,449,1999.03
NewYork_125_2002.06,NewYork,125,2002.06
NewYork_678_1995.07,NewYork,678,1995.07
NewYork_473_2003.92,NewYork,473,2003.92
NewYork_26_2003.94,NewYork,26,2003.94
NewYork_710_1994.12,NewYork,710,1994.12
NewYork_430_2000.02,NewYork,430,2000.02
NewYork_117_2002.11,NewYork,117,2002.11
NewYork_272_2003.93,NewYork,272,2003.93
NewYork_68_2004.87,NewYork,68,2004.87
NewYork_174_2000.03,NewYork,174,2000.03
NewYork_790_1993.11,NewYork,790,1993.11
NewYork_139_1999.94,NewYork,139,1999.94
NewYork_62A_2003.99,NewYork,62A,2003.99
NewYork_665_1994.97,NewYork,665,1994.97
NewYork_751_1993.87,NewYork,751,1993.87
NewYork_757_1993.25,NewYork,757,1993.25
NewYork_681_1995.15,NewYork,681,1995.15
NewYork_323_1999.08,NewYork,323,1999.08
NewYork_85_2002.02,NewYork,85,2002.02
NewYork_662_1995.04,NewYork,662,1995.04
NewYork_255_1999.13,NewYork,255,1999.13
NewYork_723_1994.02,NewYork,723,1994.02
NewYork_389_2005.03,NewYork,389,2005.03
NewYork_10_2004.1,NewYork,10,2004.1
NewYork_365_2004.98,NewYork,365,2004.98
NewYork_55_2003.96,NewYork,55,2003.96
NewYork_624_1996.14,NewYork,624,1996.14
NewYork_301_2001.08,NewYork,301,2001.08
NewYork_575_1996.98,NewYork,575,1996.98
NewYork_717_1994.07,NewYork,717,1994.07
NewYork_198_2003.2,NewYork,198,2003.2
NewYork_398_1999.24,NewYork,398,1999.24
NewYork_515_1997.99,NewYork,515,1997.99
NewYork_508_1997.99,NewYork,508,1997.99
NewYork_56_2003.98,NewYork,56,2003.98
NewYork_391_2005.04,NewYork,391,2005.04
NewYork_760_1993.12,NewYork,760,1993.12
NewYork_18_2003.94,NewYork,18,2003.94
NewYork_87_2002.04,NewYork,87,2002.04
NewYork_725_1994.1,NewYork,725,1994.1
NewYork_253_1999.25,NewYork,253,1999.25
NewYork_783_1993.26,NewYork,783,1993.26
NewYork_28_2003.9,NewYork,28,2003.9
NewYork_49_2003.98,NewYork,49,2003.98
NewYork_347_1999.07,NewYork,347,1999.07
NewYork_596_1996.96,NewYork,596,1996.96
