name,location,id,date,season
NewYork_461_2005.11,NewYork,461,2005.11,2004-2005
NewYork_546_1998.09,NewYork,546,1998.09,1997-1998
NewYork_390_2005.04,NewYork,390,2005.04,2004-2005
NewYork_603_1996.96,NewYork,603,1996.96,1996-1997
NewYork_570_1996.96,NewYork,570,1996.96,1996-1997
NewYork_98_2004.87,NewYork,98,2004.87,2004-2005
NewYork_465_2005.21,NewYork,465,2005.21,2004-2005
NewYork_316_1999.09,NewYork,316,1999.09,1998-1999
NewYork_121_2002.18,NewYork,121,2002.18,2001-2002
NewYork_520_1998.03,NewYork,520,1998.03,1997-1998
NewYork_331_1999.09,NewYork,331,1999.09,1998-1999
NewYork_438_2000.07,NewYork,438,2000.07,1999-2000
NewYork_679_1995.18,NewYork,679,1995.18,1994-1995
NewYork_549_1998.07,NewYork,549,1998.07,1997-1998
NewYork_622_1996.04,NewYork,622,1996.04,1995-1996
NewYork_641_1996.02,NewYork,641,1996.02,1995-1996
NewYork_648_1996.02,NewYork,648,1996.02,1995-1996
NewYork_4_2003.96,NewYork,4,2003.96,2003-2004
NewYork_101_2002.12,NewYork,101,2002.12,2001-2002
NewYork_677_1995.15,NewYork,677,1995.15,1994-1995
NewYork_555_1996.99,NewYork,555,1996.99,1996-1997
NewYork_693_1995.23,NewYork,693,1995.23,1994-1995
NewYork_512_1998.1,NewYork,512,1998.1,1997-1998
NewYork_683_1995.18,NewYork,683,1995.18,1994-1995
NewYork_107_2002.06,NewYork,107,2002.06,2001-2002
NewYork_280_1999.3,NewYork,280,1999.3,1998-1999
NewYork_169_2000.02,NewYork,169,2000.02,1999-2000
NewYork_602_1996.99,NewYork,602,1996.99,1996-1997
NewYork_583_1997.18,NewYork,583,1997.18,1996-1997
NewYork_192_2003.12,NewYork,192,2003.12,2002-2003
NewYork_96_2002.07,NewYork,96,2002.07,2001-2002
NewYork_523_1998.11,NewYork,523,1998.11,1997-1998
NewYork_670_1995.04,NewYork,670,1995.04,1994-1995
NewYork_519_1998.14,NewYork,519,1998.14,1997-1998
NewYork_550_1998.08,NewYork,550,1998.08,1997-1998
NewYork_716_1994.06,NewYork,716,1994.06,1993-1994
NewYork_427_2000.01,NewYork,427,2000.01,1999-2000
NewYork_103_2002.09,NewYork,103,2002.09,2001-2002
NewYork_728_1994.1,NewYork,728,1994.1,1993-1994
NewYork_320_1999.25,NewYork,320,1999.25,1998-1999
NewYork_586_1996.99,NewYork,586,1996.99,1996-1997
NewYork_480_2004.05,NewYork,480,2004.05,2003-2004
NewYork_283_1999.13,NewYork,283,1999.13,1998-1999
NewYork_176_2000.18,NewYork,176,2000.18,1999-2000
NewYork_183_1999.93,NewYork,183,1999.93,1999-2000
NewYork_556_1996.9,NewYork,556,1996.9,1996-1997
NewYork_472_2004.76,NewYork,472,2004.76,2004-2005
NewYork_248_1999.11,NewYork,248,1999.11,1998-1999
NewYork_168_2000.02,NewYork,168,2000.02,1999-2000
NewYork_674_1995.07,NewYork,674,1995.07,1994-1995
NewYork_238_2005.11,NewYork,238,2005.11,2004-2005
NewYork_736_1994.07,NewYork,736,1994.07,1993-1994
NewYork_432_2000.03,NewYork,432,2000.03,1999-2000
NewYork_522_1998.02,NewYork,522,1998.02,1997-1998
NewYork_50_2003.96,NewYork,50,2003.96,2003-2004
NewYork_191_2005.04,NewYork,191,2005.04,2004-2005
NewYork_468_2004.73,NewYork,468,2004.73,2004-2005
NewYork_593_1996.96,NewYork,593,1996.96,1996-1997
NewYork_81_2002.16,NewYork,81,2002.16,2001-2002
NewYork_419_2002.07,NewYork,419,2002.07,2001-2002
NewYork_682_1995.18,NewYork,682,1995.18,1994-1995
NewYork_20_2003.94,NewYork,20,2003.94,2003-2004
NewYork_340_1999.08,NewYork,340,1999.08,1998-1999
NewYork_456_1999.06,NewYork,456,1999.06,1998-1999
NewYork_201_2003.29,NewYork,201,2003.29,2002-2003
NewYork_404_2002.03,NewYork,404,2002.03,2001-2002
NewYork_463_2005.13,NewYork,463,2005.13,2004-2005
NewYork_196_2003.16,NewYork,196,2003.16,2002-2003
NewYork_619_1996.04,NewYork,619,1996.04,1995-1996
NewYork_361_2005.11,NewYork,361,2005.11,2004-2005
NewYork_97_2002.14,NewYork,97,2002.14,2001-2002
NewYork_595_1996.98,NewYork,595,1996.98,1996-1997
NewYork_313_1999.01,NewYork,313,1999.01,1998-1999
NewYork_66_2004,NewYork,66,2004,2003-2004
NewYork_421_2000.02,NewYork,421,2000.02,1999-2000
NewYork_632_1996.18,NewYork,632,1996.18,1995-1996
NewYork_565_1996.94,NewYork,565,1996.94,1996-1997
NewYork_499_2004.06,NewYork,499,2004.06,2003-2004
NewYork_745_1994.12,NewYork,745,1994.12,1993-1994
NewYork_65_2004.01,NewYork,65,2004.01,2003-2004
NewYork_52_2004.12,NewYork,52,2004.12,2003-2004
NewYork_88_2002.18,NewYork,88,2002.18,2001-2002
NewYork_106_2002.07,NewYork,106,2002.07,2001-2002
NewYork_218_2004.96,NewYork,218,2004.96,2004-2005
NewYork_569_1997.02,NewYork,569,1997.02,1996-1997
NewYork_532_1998.07,NewYork,532,1998.07,1997-1998
NewYork_29_2003.97,NewYork,29,2003.97,2003-2004
NewYork_387_2005.01,NewYork,387,2005.01,2004-2005
NewYork_157_1999.97,NewYork,157,1999.97,1999-2000
NewYork_3_2003.96,NewYork,3,2003.96,2003-2004
NewYork_485_2003.07,NewYork,485,2003.07,2002-2003
NewYork_618_1996.01,NewYork,618,1996.01,1995-1996
NewYork_181_1999.95,NewYork,181,1999.95,1999-2000
NewYork_368_2004.88,NewYork,368,2004.88,2004-2005
NewYork_33_2004.04,NewYork,33,2004.04,2003-2004
NewYork_435_2000.04,NewYork,435,2000.04,1999-2000
NewYork_737_1994.11,NewYork,737,1994.11,1993-1994
NewYork_213_2003.33,NewYork,213,2003.33,2002-2003
NewYork_625_1996.05,NewYork,625,1996.05,1995-1996
NewYork_22_2003.94,NewYork,22,2003.94,2003-2004
NewYork_337_1999.2,NewYork,337,1999.2,1998-1999
NewYork_128_2002.09,NewYork,128,2002.09,2001-2002
NewYork_195_2003.15,NewYork,195,2003.15,2002-2003
NewYork_388_2005.1,NewYork,388,2005.1,2004-2005
NewYork_46_2003.96,NewYork,46,2003.96,2003-2004
NewYork_394_2005.03,NewYork,394,2005.03,2004-2005
NewYork_60A_2003.98,NewYork,60A,2003.98,2003-2004
NewYork_426_1999.99,NewYork,426,1999.99,1999-2000
NewYork_727_1994.1,NewYork,727,1994.1,1993-1994
NewYork_714_1994.05,NewYork,714,1994.05,1993-1994
NewYork_58_2003.98,NewYork,58,2003.98,2003-2004
NewYork_314_1999.11,NewYork,314,1999.11,1998-1999
NewYork_359_2005.07,NewYork,359,2005.07,2004-2005
NewYork_151_1999.94,NewYork,151,1999.94,1999-2000
NewYork_452_1999.05,NewYork,452,1999.05,1998-1999
NewYork_338_1999.12,NewYork,338,1999.12,1998-1999
NewYork_133_2002.12,NewYork,133,2002.12,2001-2002
NewYork_415_2002.16,NewYork,415,2002.16,2001-2002
NewYork_249_1998.96,NewYork,249,1998.96,1998-1999
NewYork_730_1994.02,NewYork,730,1994.02,1993-1994
NewYork_290_1999.15,NewYork,290,1999.15,1998-1999
NewYork_261_1999.29,NewYork,261,1999.29,1998-1999
NewYork_184_1999.99,NewYork,184,1999.99,1999-2000
NewYork_584_1997.02,NewYork,584,1997.02,1996-1997
NewYork_216_2003.33,NewYork,216,2003.33,2002-2003
NewYork_40_2003.95,NewYork,40,2003.95,2003-2004
NewYork_287_1999.01,NewYork,287,1999.01,1998-1999
NewYork_507_1997.98,NewYork,507,1997.98,1997-1998
NewYork_449_1999.03,NewYork,449,1999.03,1998-1999
NewYork_125_2002.06,NewYork,125,2002.06,2001-2002
NewYork_678_1995.07,NewYork,678,1995.07,1994-1995
NewYork_473_2003.92,NewYork,473,2003.92,2003-2004
NewYork_26_2003.94,NewYork,26,2003.94,2003-2004
NewYork_710_1994.12,NewYork,710,1994.12,1993-1994
NewYork_430_2000.02,NewYork,430,2000.02,1999-2000
NewYork_117_2002.11,NewYork,117,2002.11,2001-2002
NewYork_272_2003.93,NewYork,272,2003.93,2003-2004
NewYork_68_2004.87,NewYork,68,2004.87,2004-2005
NewYork_174_2000.03,NewYork,174,2000.03,1999-2000
NewYork_139_1999.94,NewYork,139,1999.94,1999-2000
NewYork_62A_2003.99,NewYork,62A,2003.99,2003-2004
NewYork_665_1994.97,NewYork,665,1994.97,1994-1995
NewYork_751_1993.87,NewYork,751,1993.87,1993-1994
NewYork_681_1995.15,NewYork,681,1995.15,1994-1995
NewYork_323_1999.08,NewYork,323,1999.08,1998-1999
NewYork_85_2002.02,NewYork,85,2002.02,2001-2002
NewYork_662_1995.04,NewYork,662,1995.04,1994-1995
NewYork_255_1999.13,NewYork,255,1999.13,1998-1999
NewYork_723_1994.02,NewYork,723,1994.02,1993-1994
NewYork_389_2005.03,NewYork,389,2005.03,2004-2005
NewYork_10_2004.1,NewYork,10,2004.1,2003-2004
NewYork_365_2004.98,NewYork,365,2004.98,2004-2005
NewYork_55_2003.96,NewYork,55,2003.96,2003-2004
NewYork_624_1996.14,NewYork,624,1996.14,1995-1996
NewYork_301_2001.08,NewYork,301,2001.08,2000-2001
NewYork_575_1996.98,NewYork,575,1996.98,1996-1997
NewYork_717_1994.07,NewYork,717,1994.07,1993-1994
NewYork_198_2003.2,NewYork,198,2003.2,2002-2003
NewYork_398_1999.24,NewYork,398,1999.24,1998-1999
NewYork_515_1997.99,NewYork,515,1997.99,1997-1998
NewYork_508_1997.99,NewYork,508,1997.99,1997-1998
NewYork_56_2003.98,NewYork,56,2003.98,2003-2004
NewYork_391_2005.04,NewYork,391,2005.04,2004-2005
NewYork_18_2003.94,NewYork,18,2003.94,2003-2004
NewYork_87_2002.04,NewYork,87,2002.04,2001-2002
NewYork_725_1994.1,NewYork,725,1994.1,1993-1994
NewYork_253_1999.25,NewYork,253,1999.25,1998-1999
NewYork_28_2003.9,NewYork,28,2003.9,2003-2004
NewYork_49_2003.98,NewYork,49,2003.98,2003-2004
NewYork_347_1999.07,NewYork,347,1999.07,1998-1999
NewYork_596_1996.96,NewYork,596,1996.96,1996-1997
